valid_time,number,expver,rain_mm
1971-12-11,0,0001,1.5839854e-05
1971-12-12,0,0001,0.0
1971-12-13,0,0001,0.0
1971-12-14,0,0001,8.074858e-05
1971-12-15,0,0001,0.0030721084
1971-12-16,0,0001,0.016911397
1971-12-17,0,0001,0.13288327
1971-12-18,0,0001,0.025470003
1971-12-19,0,0001,7.144627e-05
1971-12-20,0,0001,0.00021005461
1971-12-21,0,0001,0.0003796227
1971-12-22,0,0001,0.00010222338
1971-12-23,0,0001,0.025052423
1971-12-24,0,0001,0.1442058
1971-12-25,0,0001,0.31826678
1971-12-26,0,0001,0.0145496605
1971-12-27,0,0001,0.00022320646
1971-12-28,0,0001,0.052722264
1971-12-29,0,0001,0.00026534116
1971-12-30,0,0001,2.666781
1971-12-31,0,0001,0.100644544
1972-01-01,0,0001,5.6967685e-05
1972-01-02,0,0001,0.32694972
1972-01-03,0,0001,9.8081444e-05
1972-01-04,0,0001,0.0
1972-01-05,0,0001,0.0010130891
1972-01-06,0,0001,0.017800221
1972-01-07,0,0001,0.17225663
1972-01-08,0,0001,0.0078033563
1972-01-09,0,0001,0.06993546
1972-01-10,0,0001,0.029762572
1972-01-11,0,0001,3.6828216e-05
1972-01-12,0,0001,0.24546403
1972-01-13,0,0001,6.2741733e-06
1972-01-14,0,0001,3.393928e-05
1972-01-15,0,0001,0.06468222
1972-01-16,0,0001,0.046876017
1972-01-17,0,0001,0.23384355
1972-01-18,0,0001,0.13869452
1972-01-19,0,0001,0.0
1972-01-20,0,0001,0.000557994
1972-01-21,0,0001,0.15440975
1972-01-22,0,0001,0.010494436
1972-01-23,0,0001,0.0
1972-01-24,0,0001,0.0045972043
1972-01-25,0,0001,0.007328798
1972-01-26,0,0001,0.008342138
1972-01-27,0,0001,6.454273e-05
1972-01-28,0,0001,0.026543673
1972-01-29,0,0001,0.018804384
1972-01-30,0,0001,0.0077201244
1972-01-31,0,0001,0.002539398
1972-02-01,0,0001,0.0032713197
1972-02-02,0,0001,0.0004896551
